transaction_id,borrower_id,timestamp,transaction_type,amount,status,balance_after
TXN_BORR_00004_02_EMI,BORR_00004,2025-12-15T14:27:10.371416,EMI_PAYMENT,11912.2,DELAYED,2311.38
TXN_BORR_00004_03_INFLOW,BORR_00004,2025-12-21T14:27:10.371416,BUSINESS_INFLOW,28944.33,POSTED,31255.71
TXN_BORR_00004_03_OUTFLOW,BORR_00004,2025-12-28T14:27:10.371416,BUSINESS_OUTFLOW,26973.0,POSTED,4282.71
TXN_BORR_00004_03_EMI,BORR_00004,2026-01-15T14:27:10.371416,EMI_PAYMENT,12096.19,DELAYED,0.0
TXN_BORR_00004_04_INFLOW,BORR_00004,2026-01-17T14:27:10.371416,BUSINESS_INFLOW,35018.78,POSTED,35018.78
TXN_BORR_00004_04_OUTFLOW,BORR_00004,2026-01-24T14:27:10.371416,BUSINESS_OUTFLOW,33302.42,POSTED,1716.36
TXN_BORR_00004_04_EMI,BORR_00004,2026-02-11T14:27:10.371416,EMI_PAYMENT,16303.8,ON_TIME,0.0
TXN_BORR_00004_05_INFLOW,BORR_00004,2026-02-19T14:27:10.371416,BUSINESS_INFLOW,32826.9,POSTED,32826.9
TXN_BORR_00004_05_OUTFLOW,BORR_00004,2026-02-26T14:27:10.371416,BUSINESS_OUTFLOW,33811.34,POSTED,0.0
TXN_BORR_00004_05_EMI,BORR_00004,2026-03-16T14:27:10.371416,EMI_PAYMENT,16303.8,ON_TIME,0.0
TXN_BORR_00005_00_INFLOW,BORR_00005,2025-09-19T14:27:10.371416,BUSINESS_INFLOW,15000.0,POSTED,40000.0
TXN_BORR_00005_00_OUTFLOW,BORR_00005,2025-09-26T14:27:10.371416,BUSINESS_OUTFLOW,10000.0,POSTED,30000.0
TXN_BORR_00005_00_EMI,BORR_00005,2025-10-17T14:27:10.371416,EMI_PAYMENT,6195.16,DELAYED,23804.84
TXN_BORR_00005_01_INFLOW,BORR_00005,2025-10-21T14:27:10.371416,BUSINESS_INFLOW,15000.0,POSTED,38804.84
TXN_BORR_00005_01_OUTFLOW,BORR_00005,2025-10-28T14:27:10.371416,BUSINESS_OUTFLOW,10000.0,POSTED,28804.84
TXN_BORR_00005_01_EMI,BORR_00005,2025-11-16T14:27:10.371416,EMI_PAYMENT,8830.69,ON_TIME,19974.15
TXN_BORR_00005_02_INFLOW,BORR_00005,2025-11-17T14:27:10.371416,BUSINESS_INFLOW,15000.0,POSTED,34974.15
TXN_BORR_00005_02_OUTFLOW,BORR_00005,2025-11-24T14:27:10.371416,BUSINESS_OUTFLOW,10000.0,POSTED,24974.15
TXN_BORR_00005_02_EMI,BORR_00005,2025-12-14T14:27:10.371416,EMI_PAYMENT,8830.69,ON_TIME,16143.46
TXN_BORR_00005_03_INFLOW,BORR_00005,2025-12-18T14:27:10.371416,BUSINESS_INFLOW,15000.0,POSTED,31143.46
TXN_BORR_00005_03_OUTFLOW,BORR_00005,2025-12-25T14:27:10.371416,BUSINESS_OUTFLOW,10000.0,POSTED,21143.46
TXN_BORR_00005_03_EMI,BORR_00005,2026-01-14T14:27:10.371416,EMI_PAYMENT,7460.29,DELAYED,13683.17
TXN_BORR_00005_04_INFLOW,BORR_00005,2026-01-20T14:27:10.371416,BUSINESS_INFLOW,15000.0,POSTED,28683.17
TXN_BORR_00005_04_OUTFLOW,BORR_00005,2026-01-27T14:27:10.371416,BUSINESS_OUTFLOW,10486.33,POSTED,18196.85
TXN_BORR_00005_04_EMI,BORR_00005,2026-02-16T14:27:10.371416,EMI_PAYMENT,8830.69,ON_TIME,9366.16
TXN_BORR_00005_05_INFLOW,BORR_00005,2026-02-16T14:27:10.371416,BUSINESS_INFLOW,15000.0,POSTED,24366.16
TXN_BORR_00005_05_OUTFLOW,BORR_00005,2026-02-23T14:27:10.371416,BUSINESS_OUTFLOW,10000.0,POSTED,14366.16
TXN_BORR_00005_05_EMI,BORR_00005,2026-03-14T14:27:10.371416,EMI_PAYMENT,8830.69,ON_TIME,5535.47
TXN_BORR_00006_00_INFLOW,BORR_00006,2025-09-22T14:27:10.371416,BUSINESS_INFLOW,15000.0,POSTED,40000.0
TXN_BORR_00006_00_OUTFLOW,BORR_00006,2025-09-29T14:27:10.371416,BUSINESS_OUTFLOW,10000.0,POSTED,30000.0
TXN_BORR_00006_00_EMI,BORR_00006,2025-10-19T14:27:10.371416,EMI_PAYMENT,7606.4,ON_TIME,22393.6
TXN_BORR_00006_01_INFLOW,BORR_00006,2025-10-20T14:27:10.371416,BUSINESS_INFLOW,15000.0,POSTED,37393.6
TXN_BORR_00006_01_OUTFLOW,BORR_00006,2025-10-27T14:27:10.371416,BUSINESS_OUTFLOW,10000.0,POSTED,27393.6
TXN_BORR_00006_01_EMI,BORR_00006,2025-11-15T14:27:10.371416,EMI_PAYMENT,7606.4,ON_TIME,19787.2
TXN_BORR_00006_02_INFLOW,BORR_00006,2025-11-20T14:27:10.371416,BUSINESS_INFLOW,15000.0,POSTED,34787.2
TXN_BORR_00006_02_OUTFLOW,BORR_00006,2025-11-27T14:27:10.371416,BUSINESS_OUTFLOW,10000.0,POSTED,24787.2
TXN_BORR_00006_02_EMI,BORR_00006,2025-12-15T14:27:10.371416,EMI_PAYMENT,7606.4,ON_TIME,17180.8
TXN_BORR_00006_03_INFLOW,BORR_00006,2025-12-19T14:27:10.371416,BUSINESS_INFLOW,15000.0,POSTED,32180.8
TXN_BORR_00006_03_OUTFLOW,BORR_00006,2025-12-26T14:27:10.371416,BUSINESS_OUTFLOW,10389.11,POSTED,21791.69
TXN_BORR_00006_03_EMI,BORR_00006,2026-01-16T14:27:10.371416,EMI_PAYMENT,0.0,MISSED,21791.69
TXN_BORR_00006_04_INFLOW,BORR_00006,2026-01-20T14:27:10.371416,BUSINESS_INFLOW,15000.0,POSTED,36791.69
TXN_BORR_00006_04_OUTFLOW,BORR_00006,2026-01-27T14:27:10.371416,BUSINESS_OUTFLOW,10000.0,POSTED,26791.69
TXN_BORR_00006_04_EMI,BORR_00006,2026-02-17T14:27:10.371416,EMI_PAYMENT,7606.4,ON_TIME,19185.29
TXN_BORR_00006_05_INFLOW,BORR_00006,2026-02-18T14:27:10.371416,BUSINESS_INFLOW,15000.0,POSTED,34185.29
TXN_BORR_00006_05_OUTFLOW,BORR_00006,2026-02-25T14:27:10.371416,BUSINESS_OUTFLOW,10000.0,POSTED,24185.29
TXN_BORR_00006_05_EMI,BORR_00006,2026-03-18T14:27:10.371416,EMI_PAYMENT,7606.4,ON_TIME,16578.89
TXN_BORR_00007_00_INFLOW,BORR_00007,2025-09-19T14:27:10.371416,BUSINESS_INFLOW,28201.51,POSTED,53201.51
TXN_BORR_00007_00_OUTFLOW,BORR_00007,2025-09-26T14:27:10.371416,BUSINESS_OUTFLOW,35781.09,POSTED,17420.42
TXN_BORR_00007_00_EMI,BORR_00007,2025-10-17T14:27:10.371416,EMI_PAYMENT,8480.94,DELAYED,8939.48
TXN_BORR_00007_01_INFLOW,BORR_00007,2025-10-19T14:27:10.371416,BUSINESS_INFLOW,28031.6,POSTED,36971.08
TXN_BORR_00007_01_OUTFLOW,BORR_00007,2025-10-26T14:27:10.371416,BUSINESS_OUTFLOW,22870.67,POSTED,14100.41
TXN_BORR_00007_01_EMI,BORR_00007,2025-11-15T14:27:10.371416,EMI_PAYMENT,0.0,MISSED,14100.41
TXN_BORR_00007_02_INFLOW,BORR_00007,2025-11-18T14:27:10.371416,BUSINESS_INFLOW,38432.94,POSTED,52533.34
TXN_BORR_00007_02_OUTFLOW,BORR_00007,2025-11-25T14:27:10.371416,BUSINESS_OUTFLOW,29024.96,POSTED,23508.38
TXN_BORR_00007_02_EMI,BORR_00007,2025-12-13T14:27:10.371416,EMI_PAYMENT,9946.56,DELAYED,13561.82
TXN_BORR_00007_03_INFLOW,BORR_00007,2025-12-21T14:27:10.371416,BUSINESS_INFLOW,28331.61,POSTED,41893.43
TXN_BORR_00007_03_OUTFLOW,BORR_00007,2025-12-28T14:27:10.371416,BUSINESS_OUTFLOW,33411.67,POSTED,8481.76
TXN_BORR_00007_03_EMI,BORR_00007,2026-01-18T14:27:10.371416,EMI_PAYMENT,11667.96,ON_TIME,0.0
TXN_BORR_00007_04_INFLOW,BORR_00007,2026-01-20T14:27:10.371416,BUSINESS_INFLOW,36818.37,POSTED,36818.37
TXN_BORR_00007_04_OUTFLOW,BORR_00007,2026-01-27T14:27:10.371416,BUSINESS_OUTFLOW,25837.4,POSTED,10980.98
TXN_BORR_00007_04_EMI,BORR_00007,2026-02-17T14:27:10.371416,EMI_PAYMENT,11667.96,ON_TIME,0.0
TXN_BORR_00007_05_INFLOW,BORR_00007,2026-02-16T14:27:10.371416,BUSINESS_INFLOW,31127.46,POSTED,31127.46
TXN_BORR_00007_05_OUTFLOW,BORR_00007,2026-02-23T14:27:10.371416,BUSINESS_OUTFLOW,24087.56,POSTED,7039.9
TXN_BORR_00007_05_EMI,BORR_00007,2026-03-15T14:27:10.371416,EMI_PAYMENT,11667.96,ON_TIME,0.0
TXN_BORR_00008_00_INFLOW,BORR_00008,2025-09-18T14:27:10.371416,BUSINESS_INFLOW,220034.0,POSTED,518443.76
TXN_BORR_00008_00_OUTFLOW,BORR_00008,2025-09-25T14:27:10.371416,BUSINESS_OUTFLOW,180328.23,POSTED,338115.53
TXN_BORR_00008_00_EMI,BORR_00008,2025-10-15T14:27:10.371416,EMI_PAYMENT,0.0,MISSED,338115.53
TXN_BORR_00008_01_INFLOW,BORR_00008,2025-10-18T14:27:10.371416,BUSINESS_INFLOW,216300.92,POSTED,554416.45
TXN_BORR_00008_01_OUTFLOW,BORR_00008,2025-10-25T14:27:10.371416,BUSINESS_OUTFLOW,147015.72,POSTED,407400.73
TXN_BORR_00008_01_EMI,BORR_00008,2025-11-13T14:27:10.371416,EMI_PAYMENT,64909.53,ON_TIME,342491.2
TXN_BORR_00008_02_INFLOW,BORR_00008,2025-11-17T14:27:10.371416,BUSINESS_INFLOW,202738.23,POSTED,545229.42
TXN_BORR_00008_02_OUTFLOW,BORR_00008,2025-11-24T14:27:10.371416,BUSINESS_OUTFLOW,192034.35,POSTED,353195.08
TXN_BORR_00008_02_EMI,BORR_00008,2025-12-12T14:27:10.371416,EMI_PAYMENT,64909.53,ON_TIME,288285.55
TXN_BORR_00008_03_INFLOW,BORR_00008,2025-12-17T14:27:10.371416,BUSINESS_INFLOW,194721.13,POSTED,483006.68
TXN_BORR_00008_03_OUTFLOW,BORR_00008,2025-12-24T14:27:10.371416,BUSINESS_OUTFLOW,211481.61,POSTED,271525.07
TXN_BORR_00008_03_EMI,BORR_00008,2026-01-12T14:27:10.371416,EMI_PAYMENT,64909.53,ON_TIME,206615.54
TXN_BORR_00008_04_INFLOW,BORR_00008,2026-01-19T14:27:10.371416,BUSINESS_INFLOW,168235.93,POSTED,374851.48
TXN_BORR_00008_04_OUTFLOW,BORR_00008,2026-01-26T14:27:10.371416,BUSINESS_OUTFLOW,130207.64,POSTED,244643.83
TXN_BORR_00008_04_EMI,BORR_00008,2026-02-15T14:27:10.371416,EMI_PAYMENT,64909.53,ON_TIME,179734.3
TXN_BORR_00008_05_INFLOW,BORR_00008,2026-02-17T14:27:10.371416,BUSINESS_INFLOW,192948.93,POSTED,372683.23
TXN_BORR_00008_05_OUTFLOW,BORR_00008,2026-02-24T14:27:10.371416,BUSINESS_OUTFLOW,188476.56,POSTED,184206.67
TXN_BORR_00008_05_EMI,BORR_00008,2026-03-14T14:27:10.371416,EMI_PAYMENT,0.0,MISSED,184206.67
TXN_BORR_00009_00_INFLOW,BORR_00009,2025-09-19T14:27:10.371416,BUSINESS_INFLOW,33476.22,POSTED,64096.27
TXN_BORR_00009_00_OUTFLOW,BORR_00009,2025-09-26T14:27:10.371416,BUSINESS_OUTFLOW,28652.63,POSTED,35443.64
TXN_BORR_00009_00_EMI,BORR_00009,2025-10-14T14:27:10.371416,EMI_PAYMENT,0.0,MISSED,35443.64
TXN_BORR_00009_01_INFLOW,BORR_00009,2025-10-21T14:27:10.371416,BUSINESS_INFLOW,32337.18,POSTED,67780.82
TXN_BORR_00009_01_OUTFLOW,BORR_00009,2025-10-28T14:27:10.371416,BUSINESS_OUTFLOW,30788.26,POSTED,36992.56
TXN_BORR_00009_01_EMI,BORR_00009,2025-11-16T14:27:10.371416,EMI_PAYMENT,0.0,MISSED,36992.56
TXN_BORR_00009_02_INFLOW,BORR_00009,2025-11-20T14:27:10.371416,BUSINESS_INFLOW,31095.13,POSTED,68087.69
TXN_BORR_00009_02_OUTFLOW,BORR_00009,2025-11-27T14:27:10.371416,BUSINESS_OUTFLOW,37537.96,POSTED,30549.73
TXN_BORR_00009_02_EMI,BORR_00009,2025-12-17T14:27:10.371416,EMI_PAYMENT,0.0,MISSED,30549.73
TXN_BORR_00009_03_INFLOW,BORR_00009,2025-12-19T14:27:10.371416,BUSINESS_INFLOW,36221.25,POSTED,66770.98
TXN_BORR_00009_03_OUTFLOW,BORR_00009,2025-12-26T14:27:10.371416,BUSINESS_OUTFLOW,29167.56,POSTED,37603.42
TXN_BORR_00009_03_EMI,BORR_00009,2026-01-15T14:27:10.371416,EMI_PAYMENT,15036.42,ON_TIME,22567.0
TXN_BORR_00009_04_INFLOW,BORR_00009,2026-01-18T14:27:10.371416,BUSINESS_INFLOW,30737.94,POSTED,53304.93
TXN_BORR_00009_04_OUTFLOW,BORR_00009,2026-01-25T14:27:10.371416,BUSINESS_OUTFLOW,29916.18,POSTED,23388.75
TXN_BORR_00009_04_EMI,BORR_00009,2026-02-15T14:27:10.371416,EMI_PAYMENT,15036.42,ON_TIME,8352.33
TXN_BORR_00009_05_INFLOW,BORR_00009,2026-02-18T14:27:10.371416,BUSINESS_INFLOW,27403.42,POSTED,35755.75
TXN_BORR_00009_05_OUTFLOW,BORR_00009,2026-02-25T14:27:10.371416,BUSINESS_OUTFLOW,40338.31,POSTED,0.0
TXN_BORR_00009_05_EMI,BORR_00009,2026-03-18T14:27:10.371416,EMI_PAYMENT,15036.42,ON_TIME,0.0
TXN_BORR_00010_00_INFLOW,BORR_00010,2025-09-20T14:27:10.371416,BUSINESS_INFLOW,99719.68,POSTED,202297.12
TXN_BORR_00010_00_OUTFLOW,BORR_00010,2025-09-27T14:27:10.371416,BUSINESS_OUTFLOW,57715.35,POSTED,144581.77
TXN_BORR_00010_00_EMI,BORR_00010,2025-10-17T14:27:10.371416,EMI_PAYMENT,0.0,MISSED,144581.77
TXN_BORR_00010_01_INFLOW,BORR_00010,2025-10-20T14:27:10.371416,BUSINESS_INFLOW,93181.1,POSTED,237762.87
TXN_BORR_00010_01_OUTFLOW,BORR_00010,2025-10-27T14:27:10.371416,BUSINESS_OUTFLOW,76992.35,POSTED,160770.52
TXN_BORR_00010_01_EMI,BORR_00010,2025-11-15T14:27:10.371416,EMI_PAYMENT,45643.04,ON_TIME,115127.48
TXN_BORR_00010_02_INFLOW,BORR_00010,2025-11-18T14:27:10.371416,BUSINESS_INFLOW,97106.77,POSTED,212234.25
TXN_BORR_00010_02_OUTFLOW,BORR_00010,2025-11-25T14:27:10.371416,BUSINESS_OUTFLOW,50856.72,POSTED,161377.53
TXN_BORR_00010_02_EMI,BORR_00010,2025-12-16T14:27:10.371416,EMI_PAYMENT,45643.04,ON_TIME,115734.49
TXN_BORR_00010_03_INFLOW,BORR_00010,2025-12-19T14:27:10.371416,BUSINESS_INFLOW,101666.65,POSTED,217401.14
TXN_BORR_00010_03_OUTFLOW,BORR_00010,2025-12-26T14:27:10.371416,BUSINESS_OUTFLOW,57951.18,POSTED,159449.96
TXN_BORR_00010_03_EMI,BORR_00010,2026-01-15T14:27:10.371416,EMI_PAYMENT,45643.04,ON_TIME,113806.92
TXN_BORR_00010_04_INFLOW,BORR_00010,2026-01-17T14:27:10.371416,BUSINESS_INFLOW,76126.71,POSTED,189933.63
TXN_BORR_00010_04_OUTFLOW,BORR_00010,2026-01-24T14:27:10.371416,BUSINESS_OUTFLOW,46451.31,POSTED,143482.32
TXN_BORR_00010_04_EMI,BORR_00010,2026-02-12T14:27:10.371416,EMI_PAYMENT,45643.04,ON_TIME,97839.28
TXN_BORR_00010_05_INFLOW,BORR_00010,2026-02-18T14:27:10.371416,BUSINESS_INFLOW,82208.31,POSTED,180047.59
TXN_BORR_00010_05_OUTFLOW,BORR_00010,2026-02-25T14:27:10.371416,BUSINESS_OUTFLOW,48156.0,POSTED,131891.59
TXN_BORR_00010_05_EMI,BORR_00010,2026-03-17T14:27:10.371416,EMI_PAYMENT,45643.04,ON_TIME,86248.55
TXN_BORR_00011_00_INFLOW,BORR_00011,2025-09-20T14:27:10.371416,BUSINESS_INFLOW,23198.93,POSTED,69508.71
TXN_BORR_00011_00_OUTFLOW,BORR_00011,2025-09-27T14:27:10.371416,BUSINESS_OUTFLOW,20892.51,POSTED,48616.19
TXN_BORR_00011_00_EMI,BORR_00011,2025-10-18T14:27:10.371416,EMI_PAYMENT,15452.17,DELAYED,33164.02
TXN_BORR_00011_01_INFLOW,BORR_00011,2025-10-21T14:27:10.371416,BUSINESS_INFLOW,31517.03,POSTED,64681.05
TXN_BORR_00011_01_OUTFLOW,BORR_00011,2025-10-28T14:27:10.371416,BUSINESS_OUTFLOW,20694.04,POSTED,43987.01
TXN_BORR_00011_01_EMI,BORR_00011,2025-11-17T14:27:10.371416,EMI_PAYMENT,17310.49,ON_TIME,26676.52
TXN_BORR_00011_02_INFLOW,BORR_00011,2025-11-18T14:27:10.371416,BUSINESS_INFLOW,31294.26,POSTED,57970.79
TXN_BORR_00011_02_OUTFLOW,BORR_00011,2025-11-25T14:27:10.371416,BUSINESS_OUTFLOW,28300.11,POSTED,29670.68
TXN_BORR_00011_02_EMI,BORR_00011,2025-12-16T14:27:10.371416,EMI_PAYMENT,17310.49,ON_TIME,12360.19
TXN_BORR_00011_03_INFLOW,BORR_00011,2025-12-18T14:27:10.371416,BUSINESS_INFLOW,30046.48,POSTED,42406.67
TXN_BORR_00011_03_OUTFLOW,BORR_00011,2025-12-25T14:27:10.371416,BUSINESS_OUTFLOW,18558.35,POSTED,23848.33
TXN_BORR_00011_03_EMI,BORR_00011,2026-01-12T14:27:10.371416,EMI_PAYMENT,0.0,MISSED,23848.33
TXN_BORR_00011_04_INFLOW,BORR_00011,2026-01-20T14:27:10.371416,BUSINESS_INFLOW,29060.33,POSTED,52908.65
TXN_BORR_00011_04_OUTFLOW,BORR_00011,2026-01-27T14:27:10.371416,BUSINESS_OUTFLOW,29503.79,POSTED,23404.86
TXN_BORR_00011_04_EMI,BORR_00011,2026-02-14T14:27:10.371416,EMI_PAYMENT,17310.49,ON_TIME,6094.37
TXN_BORR_00011_05_INFLOW,BORR_00011,2026-02-15T14:27:10.371416,BUSINESS_INFLOW,28957.07,POSTED,35051.45
TXN_BORR_00011_05_OUTFLOW,BORR_00011,2026-02-22T14:27:10.371416,BUSINESS_OUTFLOW,21093.7,POSTED,13957.74
TXN_BORR_00011_05_EMI,BORR_00011,2026-03-15T14:27:10.371416,EMI_PAYMENT,13851.4,DELAYED,106.34
