timestamp,account_id,amount,beneficiary,type
2026-03-06 08:30:06.884917,ACC_001685,13474.3,BEN_IN_004,UPI/NEFT
2026-03-06 09:58:06.884917,ACC_001685,9313.29,BEN_IN_004,UPI/NEFT
2026-03-06 22:51:42.884917,ACC_000769,44725.82,BEN_IN_004,UPI/NEFT
2026-03-06 22:39:42.884917,ACC_000769,12261.72,BEN_NG_002,UPI/NEFT
2026-03-07 00:01:42.884917,ACC_000769,25914.46,BEN_SG_001,UPI/NEFT
2026-03-07 07:20:18.884917,ACC_002391,11484.17,BEN_NG_002,UPI/NEFT
2026-03-07 07:01:18.884917,ACC_002391,35150.32,BEN_IN_004,UPI/NEFT
2026-03-07 05:56:18.884917,ACC_002391,43429.16,BEN_SG_001,UPI/NEFT
2026-03-07 07:02:18.884917,ACC_002391,41370.76,BEN_RO_003,UPI/NEFT
2026-03-07 05:55:18.884917,ACC_002391,39403.64,BEN_NG_002,UPI/NEFT
2026-03-07 14:32:18.884917,ACC_002433,18700.15,BEN_NG_002,UPI/NEFT
2026-03-03 09:12:18.884917,ACC_001184,14840.36,BEN_IN_004,UPI/NEFT
2026-03-10 04:06:00.884917,ACC_004555,9529.88,BEN_NG_002,UPI/NEFT
2026-03-10 04:49:00.884917,ACC_004555,45586.83,BEN_SG_001,UPI/NEFT
2026-03-10 04:15:00.884917,ACC_004555,15385.02,BEN_RO_003,UPI/NEFT
2026-03-10 04:24:00.884917,ACC_004555,19898.65,BEN_SG_001,UPI/NEFT
2026-03-02 07:27:06.884917,ACC_003385,33669.82,BEN_RO_003,UPI/NEFT
2026-03-02 06:54:06.884917,ACC_003385,27971.25,BEN_RO_003,UPI/NEFT
2026-03-02 07:43:06.884917,ACC_003385,17544.14,BEN_SG_001,UPI/NEFT
2026-03-02 06:43:06.884917,ACC_003385,35983.24,BEN_IN_004,UPI/NEFT
2026-03-02 07:24:06.884917,ACC_003385,17210.19,BEN_NG_002,UPI/NEFT
2026-03-09 02:09:24.884917,ACC_004117,17855.29,BEN_NG_002,UPI/NEFT
2026-03-09 03:03:24.884917,ACC_004117,23449.64,BEN_RO_003,UPI/NEFT
2026-03-09 01:38:24.884917,ACC_004117,16024.73,BEN_IN_004,UPI/NEFT
2026-03-01 12:42:42.884917,ACC_004843,47625.98,BEN_RO_003,UPI/NEFT
2026-03-01 12:12:42.884917,ACC_004843,26881.04,BEN_SG_001,UPI/NEFT
2026-03-01 13:13:42.884917,ACC_004843,14480.16,BEN_NG_002,UPI/NEFT
2026-03-01 11:39:42.884917,ACC_004843,39626.86,BEN_NG_002,UPI/NEFT
2026-03-01 12:47:42.884917,ACC_004843,35424.4,BEN_NG_002,UPI/NEFT
2026-03-03 13:09:54.884917,ACC_002904,24738.35,BEN_IN_004,UPI/NEFT
2026-03-03 13:59:54.884917,ACC_002904,22050.73,BEN_NG_002,UPI/NEFT
2026-03-01 23:47:18.884917,ACC_000474,13862.04,BEN_NG_002,UPI/NEFT
2026-03-02 00:51:18.884917,ACC_000474,15900.32,BEN_RO_003,UPI/NEFT
2026-03-02 00:35:18.884917,ACC_000474,10570.53,BEN_NG_002,UPI/NEFT
2026-03-07 17:45:12.884917,ACC_001082,21605.98,BEN_RO_003,UPI/NEFT
2026-03-07 19:08:12.884917,ACC_001082,10688.52,BEN_IN_004,UPI/NEFT
2026-03-07 12:49:00.884917,ACC_002558,13294.76,BEN_SG_001,UPI/NEFT
2026-03-07 11:24:00.884917,ACC_002558,27438.05,BEN_RO_003,UPI/NEFT
2026-03-07 11:05:00.884917,ACC_002558,35763.33,BEN_RO_003,UPI/NEFT
2026-03-07 12:52:00.884917,ACC_002558,44707.92,BEN_IN_004,UPI/NEFT
2026-03-07 11:01:00.884917,ACC_002558,15074.03,BEN_RO_003,UPI/NEFT
2026-03-05 13:32:06.884917,ACC_002047,9336.61,BEN_SG_001,UPI/NEFT
2026-03-05 12:59:06.884917,ACC_002047,18174.1,BEN_RO_003,UPI/NEFT
2026-03-05 13:43:06.884917,ACC_002047,43387.95,BEN_NG_002,UPI/NEFT
2026-03-05 12:51:06.884917,ACC_002047,25554.06,BEN_NG_002,UPI/NEFT
2026-03-09 15:05:24.884917,ACC_002747,18552.63,BEN_IN_004,UPI/NEFT
2026-03-09 15:18:24.884917,ACC_002747,46096.16,BEN_SG_001,UPI/NEFT
2026-03-09 13:34:24.884917,ACC_002747,15691.87,BEN_NG_002,UPI/NEFT
2026-03-09 14:22:24.884917,ACC_002747,38716.59,BEN_RO_003,UPI/NEFT
2026-03-07 00:38:06.884917,ACC_000975,31964.05,BEN_IN_004,UPI/NEFT
2026-03-07 00:08:06.884917,ACC_000975,30541.41,BEN_SG_001,UPI/NEFT
2026-03-07 00:38:06.884917,ACC_000975,26445.65,BEN_SG_001,UPI/NEFT
2026-03-07 01:30:06.884917,ACC_000975,35616.27,BEN_NG_002,UPI/NEFT
2026-03-01 13:17:18.884917,ACC_001806,17570.38,BEN_IN_004,UPI/NEFT
2026-03-01 12:19:18.884917,ACC_001806,11202.3,BEN_RO_003,UPI/NEFT
2026-03-10 04:32:00.884917,ACC_000189,22355.27,BEN_SG_001,UPI/NEFT
2026-03-10 05:35:00.884917,ACC_000189,47123.43,BEN_IN_004,UPI/NEFT
2026-03-10 04:54:00.884917,ACC_000189,12980.83,BEN_NG_002,UPI/NEFT
2026-03-10 05:23:00.884917,ACC_000189,14530.63,BEN_SG_001,UPI/NEFT
2026-03-02 09:30:12.884917,ACC_002734,13622.03,BEN_SG_001,UPI/NEFT
2026-03-04 12:11:36.884917,ACC_003005,30125.61,BEN_IN_004,UPI/NEFT
2026-03-04 11:44:36.884917,ACC_003005,27572.68,BEN_IN_004,UPI/NEFT
2026-03-04 12:12:36.884917,ACC_003005,27837.03,BEN_RO_003,UPI/NEFT
2026-03-04 11:43:36.884917,ACC_003005,15049.0,BEN_SG_001,UPI/NEFT
2026-03-04 12:02:36.884917,ACC_003005,10756.01,BEN_NG_002,UPI/NEFT
2026-03-02 21:15:24.884917,ACC_004658,18197.63,BEN_IN_004,UPI/NEFT
2026-03-01 12:24:48.884917,ACC_001899,30887.1,BEN_SG_001,UPI/NEFT
2026-03-01 13:24:48.884917,ACC_001899,26052.73,BEN_NG_002,UPI/NEFT
2026-03-01 13:22:48.884917,ACC_001899,23155.44,BEN_RO_003,UPI/NEFT
2026-03-10 16:51:00.884917,ACC_001267,13731.32,BEN_SG_001,UPI/NEFT
2026-03-10 15:54:00.884917,ACC_001267,29859.82,BEN_NG_002,UPI/NEFT
2026-03-10 16:34:00.884917,ACC_001267,22391.63,BEN_IN_004,UPI/NEFT
2026-03-09 11:19:48.884917,ACC_001528,44188.92,BEN_RO_003,UPI/NEFT
2026-03-09 12:18:48.884917,ACC_001528,16811.13,BEN_SG_001,UPI/NEFT
2026-03-09 10:54:48.884917,ACC_001528,20301.32,BEN_RO_003,UPI/NEFT
2026-03-09 11:55:48.884917,ACC_001528,14675.89,BEN_NG_002,UPI/NEFT
2026-03-09 12:07:48.884917,ACC_001528,24400.49,BEN_RO_003,UPI/NEFT
2026-03-10 03:41:18.884917,ACC_003202,15039.36,BEN_NG_002,UPI/NEFT
2026-03-10 02:36:18.884917,ACC_003202,32627.38,BEN_NG_002,UPI/NEFT
2026-03-10 03:30:18.884917,ACC_003202,28296.04,BEN_SG_001,UPI/NEFT
2026-03-04 07:24:24.884917,ACC_003556,48072.64,BEN_IN_004,UPI/NEFT
2026-03-04 08:25:24.884917,ACC_003556,40017.57,BEN_IN_004,UPI/NEFT
2026-03-04 08:11:24.884917,ACC_003556,22287.49,BEN_SG_001,UPI/NEFT
2026-03-05 22:20:54.884917,ACC_003890,15595.7,BEN_NG_002,UPI/NEFT
2026-03-05 22:31:54.884917,ACC_003890,45075.79,BEN_SG_001,UPI/NEFT
2026-03-05 21:29:54.884917,ACC_003890,42077.18,BEN_IN_004,UPI/NEFT
2026-03-05 21:27:54.884917,ACC_003890,18535.3,BEN_SG_001,UPI/NEFT
2026-03-02 15:01:06.884917,ACC_000646,11516.52,BEN_IN_004,UPI/NEFT
2026-03-11 05:17:30.884917,ACC_002888,15468.7,BEN_NG_002,UPI/NEFT
2026-03-08 12:16:06.884917,ACC_002435,25710.88,BEN_SG_001,UPI/NEFT
2026-03-08 11:43:18.884917,ACC_000600,14609.12,BEN_RO_003,UPI/NEFT
2026-03-08 11:42:18.884917,ACC_000600,17080.58,BEN_IN_004,UPI/NEFT
2026-03-07 09:41:00.884917,ACC_002363,34925.23,BEN_RO_003,UPI/NEFT
2026-03-04 07:17:48.884917,ACC_002061,21558.47,BEN_RO_003,UPI/NEFT
2026-03-04 13:10:00.884917,ACC_000241,31096.46,BEN_RO_003,UPI/NEFT
2026-03-04 13:19:00.884917,ACC_000241,23229.15,BEN_RO_003,UPI/NEFT
2026-03-06 01:25:24.884917,ACC_002041,37311.7,BEN_NG_002,UPI/NEFT
2026-03-01 21:57:42.884917,ACC_002824,43903.63,BEN_NG_002,UPI/NEFT
2026-03-01 22:44:42.884917,ACC_002824,34191.41,BEN_RO_003,UPI/NEFT
2026-03-01 23:18:42.884917,ACC_002824,30914.15,BEN_SG_001,UPI/NEFT
2026-03-01 22:58:42.884917,ACC_002824,17484.55,BEN_IN_004,UPI/NEFT
2026-03-08 17:27:42.884917,ACC_002612,32544.73,BEN_IN_004,UPI/NEFT
2026-03-08 17:23:42.884917,ACC_002612,39646.39,BEN_IN_004,UPI/NEFT
2026-03-08 16:41:42.884917,ACC_002612,26542.15,BEN_NG_002,UPI/NEFT
2026-03-01 13:46:00.884917,ACC_001363,20415.33,BEN_RO_003,UPI/NEFT
2026-03-01 13:32:00.884917,ACC_001363,39643.03,BEN_RO_003,UPI/NEFT
2026-03-01 12:51:00.884917,ACC_001363,31367.71,BEN_IN_004,UPI/NEFT
2026-03-06 15:33:24.884917,ACC_001478,31379.66,BEN_SG_001,UPI/NEFT
2026-03-06 14:42:24.884917,ACC_001478,24860.54,BEN_IN_004,UPI/NEFT
2026-03-06 15:40:24.884917,ACC_001478,16703.96,BEN_RO_003,UPI/NEFT
2026-03-06 14:20:24.884917,ACC_001478,32482.26,BEN_NG_002,UPI/NEFT
2026-03-06 14:02:24.884917,ACC_001478,14141.21,BEN_RO_003,UPI/NEFT
2026-03-03 09:31:06.884917,ACC_002556,46293.03,BEN_NG_002,UPI/NEFT
2026-03-03 10:13:06.884917,ACC_002556,13014.82,BEN_IN_004,UPI/NEFT
2026-03-03 10:16:06.884917,ACC_002556,40245.94,BEN_SG_001,UPI/NEFT
2026-03-03 09:57:06.884917,ACC_002556,11389.72,BEN_IN_004,UPI/NEFT
2026-03-03 09:57:06.884917,ACC_002556,24894.25,BEN_SG_001,UPI/NEFT
2026-03-03 01:59:18.884917,ACC_000775,8214.87,BEN_IN_004,UPI/NEFT
2026-03-05 19:59:06.884917,ACC_004014,26205.77,BEN_NG_002,UPI/NEFT
2026-03-05 20:20:06.884917,ACC_004014,16081.77,BEN_NG_002,UPI/NEFT
2026-03-05 20:24:06.884917,ACC_004014,42697.29,BEN_SG_001,UPI/NEFT
2026-03-05 20:15:06.884917,ACC_004014,24827.74,BEN_RO_003,UPI/NEFT
2026-03-05 20:58:06.884917,ACC_004014,19254.95,BEN_NG_002,UPI/NEFT
2026-03-04 02:08:42.884917,ACC_000034,36372.41,BEN_IN_004,UPI/NEFT
2026-03-04 02:38:42.884917,ACC_000034,15430.81,BEN_SG_001,UPI/NEFT
2026-03-09 18:21:18.884917,ACC_003152,38997.31,BEN_SG_001,UPI/NEFT
2026-03-09 18:48:18.884917,ACC_003152,38050.26,BEN_SG_001,UPI/NEFT
2026-03-09 19:00:18.884917,ACC_003152,34406.87,BEN_SG_001,UPI/NEFT
2026-03-09 18:30:18.884917,ACC_003152,44923.71,BEN_NG_002,UPI/NEFT
2026-03-06 08:55:54.884917,ACC_001955,27145.1,BEN_NG_002,UPI/NEFT
2026-03-01 13:16:36.884917,ACC_001585,36279.27,BEN_NG_002,UPI/NEFT
2026-03-01 13:13:36.884917,ACC_001585,13854.72,BEN_NG_002,UPI/NEFT
2026-03-01 12:11:18.884917,ACC_003943,15888.37,BEN_RO_003,UPI/NEFT
2026-03-11 03:41:54.884917,ACC_003073,41807.9,BEN_NG_002,UPI/NEFT
2026-03-10 09:53:54.884917,ACC_001021,16554.21,BEN_SG_001,UPI/NEFT
2026-03-10 09:45:54.884917,ACC_001021,10208.59,BEN_IN_004,UPI/NEFT
2026-03-01 13:36:24.884917,ACC_003461,48901.72,BEN_SG_001,UPI/NEFT
2026-03-01 13:13:24.884917,ACC_003461,39569.35,BEN_NG_002,UPI/NEFT
2026-03-01 13:17:24.884917,ACC_003461,47950.96,BEN_IN_004,UPI/NEFT
2026-03-01 13:14:06.884917,ACC_002613,29290.67,BEN_NG_002,UPI/NEFT
2026-03-05 11:48:00.884917,ACC_003843,16481.83,BEN_IN_004,UPI/NEFT
2026-03-05 11:33:00.884917,ACC_003843,31431.31,BEN_SG_001,UPI/NEFT
2026-03-02 02:27:24.884917,ACC_001500,26205.88,BEN_RO_003,UPI/NEFT
2026-03-02 03:08:24.884917,ACC_001500,8564.42,BEN_NG_002,UPI/NEFT
2026-03-02 03:27:24.884917,ACC_001500,30270.79,BEN_RO_003,UPI/NEFT
2026-03-02 02:52:24.884917,ACC_001500,10374.5,BEN_SG_001,UPI/NEFT
2026-03-02 03:29:24.884917,ACC_001500,47488.44,BEN_SG_001,UPI/NEFT
2026-03-05 11:29:30.884917,ACC_004798,13105.86,BEN_SG_001,UPI/NEFT
2026-03-05 11:45:30.884917,ACC_004798,11552.05,BEN_RO_003,UPI/NEFT
2026-03-05 11:17:30.884917,ACC_004798,34522.62,BEN_SG_001,UPI/NEFT
2026-03-10 14:13:48.884917,ACC_000161,46151.91,BEN_RO_003,UPI/NEFT
2026-03-07 11:48:12.884917,ACC_004297,37385.85,BEN_SG_001,UPI/NEFT
2026-03-07 11:09:12.884917,ACC_004297,8185.78,BEN_SG_001,UPI/NEFT
2026-03-07 11:52:12.884917,ACC_004297,9952.05,BEN_RO_003,UPI/NEFT
2026-03-07 10:23:12.884917,ACC_004297,46693.28,BEN_NG_002,UPI/NEFT
2026-03-07 10:41:12.884917,ACC_004297,8503.38,BEN_IN_004,UPI/NEFT
2026-03-01 12:51:18.884917,ACC_001981,12881.62,BEN_IN_004,UPI/NEFT
2026-03-05 22:44:00.884917,ACC_000995,11245.04,BEN_RO_003,UPI/NEFT
2026-03-05 23:12:00.884917,ACC_000995,48593.76,BEN_NG_002,UPI/NEFT
2026-03-05 23:27:00.884917,ACC_000995,39658.9,BEN_IN_004,UPI/NEFT
2026-03-05 22:26:00.884917,ACC_000995,30998.75,BEN_SG_001,UPI/NEFT
2026-03-05 23:25:00.884917,ACC_000995,28032.26,BEN_NG_002,UPI/NEFT
2026-03-08 19:39:30.884917,ACC_004911,43204.76,BEN_NG_002,UPI/NEFT
2026-03-08 18:48:30.884917,ACC_004911,45321.78,BEN_NG_002,UPI/NEFT
2026-03-08 02:59:00.884917,ACC_003342,14793.7,BEN_SG_001,UPI/NEFT
2026-03-08 02:15:00.884917,ACC_003342,39353.4,BEN_RO_003,UPI/NEFT
2026-03-08 01:54:00.884917,ACC_003342,21037.5,BEN_NG_002,UPI/NEFT
2026-03-08 03:21:00.884917,ACC_003342,13818.02,BEN_IN_004,UPI/NEFT
2026-03-01 13:23:06.884917,ACC_004551,40550.18,BEN_RO_003,UPI/NEFT
2026-03-01 13:04:06.884917,ACC_004551,34941.86,BEN_RO_003,UPI/NEFT
2026-03-01 13:10:06.884917,ACC_004551,17033.81,BEN_IN_004,UPI/NEFT
2026-03-01 13:55:48.884917,ACC_003798,23013.31,BEN_SG_001,UPI/NEFT
2026-03-01 12:17:48.884917,ACC_003798,8711.2,BEN_RO_003,UPI/NEFT
2026-03-01 13:22:48.884917,ACC_003798,18512.11,BEN_SG_001,UPI/NEFT
2026-03-06 10:31:18.884917,ACC_001275,27775.76,BEN_SG_001,UPI/NEFT
2026-03-06 10:51:18.884917,ACC_001275,10864.41,BEN_IN_004,UPI/NEFT
2026-03-04 03:40:24.884917,ACC_001016,25093.79,BEN_SG_001,UPI/NEFT
2026-03-04 02:38:24.884917,ACC_001016,9884.47,BEN_RO_003,UPI/NEFT
2026-03-04 04:04:24.884917,ACC_001016,27843.97,BEN_SG_001,UPI/NEFT
2026-03-04 03:59:24.884917,ACC_001016,18474.67,BEN_SG_001,UPI/NEFT
2026-03-01 13:58:54.884917,ACC_000337,24296.71,BEN_SG_001,UPI/NEFT
2026-03-10 06:11:06.884917,ACC_000878,14716.04,BEN_IN_004,UPI/NEFT
2026-03-10 05:13:06.884917,ACC_000878,46069.02,BEN_IN_004,UPI/NEFT
2026-03-10 06:15:06.884917,ACC_000878,10268.77,BEN_RO_003,UPI/NEFT
2026-03-10 05:46:06.884917,ACC_000878,47888.19,BEN_IN_004,UPI/NEFT
2026-03-10 05:46:06.884917,ACC_000878,25762.75,BEN_IN_004,UPI/NEFT
2026-03-07 10:06:30.884917,ACC_001076,46594.09,BEN_RO_003,UPI/NEFT
2026-03-07 11:19:30.884917,ACC_001076,37750.46,BEN_IN_004,UPI/NEFT
2026-03-10 23:23:42.884917,ACC_004887,33176.23,BEN_SG_001,UPI/NEFT
2026-03-02 01:50:06.884917,ACC_003993,8001.72,BEN_NG_002,UPI/NEFT
2026-03-02 01:46:06.884917,ACC_003993,42933.65,BEN_IN_004,UPI/NEFT
2026-03-02 03:28:06.884917,ACC_003993,11904.83,BEN_IN_004,UPI/NEFT
2026-03-02 02:07:06.884917,ACC_003993,43251.06,BEN_NG_002,UPI/NEFT
2026-03-02 03:10:06.884917,ACC_003993,37722.08,BEN_SG_001,UPI/NEFT
2026-03-09 01:50:18.884917,ACC_004859,9138.42,BEN_IN_004,UPI/NEFT
2026-03-01 12:26:06.884917,ACC_000379,10874.34,BEN_IN_004,UPI/NEFT
2026-03-01 13:51:06.884917,ACC_000379,31401.41,BEN_SG_001,UPI/NEFT
2026-03-01 13:37:06.884917,ACC_000379,26947.4,BEN_SG_001,UPI/NEFT
2026-03-01 13:57:06.884917,ACC_000379,46726.23,BEN_SG_001,UPI/NEFT
2026-03-07 04:04:42.884917,ACC_000492,8632.87,BEN_SG_001,UPI/NEFT
2026-03-07 05:06:42.884917,ACC_000492,23799.97,BEN_NG_002,UPI/NEFT
2026-03-07 05:45:42.884917,ACC_000492,46159.4,BEN_SG_001,UPI/NEFT
2026-03-07 04:18:42.884917,ACC_000492,39998.53,BEN_IN_004,UPI/NEFT
2026-03-07 04:27:42.884917,ACC_000492,20299.35,BEN_IN_004,UPI/NEFT
2026-03-07 10:18:54.884917,ACC_002062,37555.67,BEN_IN_004,UPI/NEFT
2026-03-07 11:30:54.884917,ACC_002062,31172.52,BEN_IN_004,UPI/NEFT
2026-03-07 11:40:54.884917,ACC_002062,33778.19,BEN_IN_004,UPI/NEFT
2026-03-06 19:13:18.884917,ACC_003884,24493.13,BEN_NG_002,UPI/NEFT
2026-03-06 18:48:18.884917,ACC_003884,13097.74,BEN_IN_004,UPI/NEFT
2026-03-06 19:03:18.884917,ACC_003884,38055.24,BEN_IN_004,UPI/NEFT
2026-03-06 18:57:18.884917,ACC_003884,41459.13,BEN_NG_002,UPI/NEFT
2026-03-06 19:31:18.884917,ACC_003884,39971.9,BEN_NG_002,UPI/NEFT
2026-03-05 06:14:48.884917,ACC_000064,48479.83,BEN_IN_004,UPI/NEFT
2026-03-05 06:49:48.884917,ACC_000064,44999.46,BEN_SG_001,UPI/NEFT
2026-03-10 05:44:00.884917,ACC_002568,32495.23,BEN_NG_002,UPI/NEFT
2026-03-10 07:31:00.884917,ACC_002568,43779.72,BEN_SG_001,UPI/NEFT
2026-03-10 07:35:00.884917,ACC_002568,34997.96,BEN_IN_004,UPI/NEFT
2026-03-10 06:20:00.884917,ACC_002568,36389.04,BEN_RO_003,UPI/NEFT
2026-03-09 12:45:06.884917,ACC_002027,45027.67,BEN_RO_003,UPI/NEFT
2026-03-09 11:26:06.884917,ACC_002027,41337.78,BEN_NG_002,UPI/NEFT
2026-03-09 11:10:06.884917,ACC_002027,8573.53,BEN_SG_001,UPI/NEFT
2026-03-09 11:56:06.884917,ACC_002027,16691.49,BEN_IN_004,UPI/NEFT
2026-03-09 12:28:06.884917,ACC_002027,28984.53,BEN_NG_002,UPI/NEFT
2026-03-01 14:11:00.884917,ACC_002695,17453.51,BEN_IN_004,UPI/NEFT
2026-03-01 13:03:00.884917,ACC_002695,9849.79,BEN_RO_003,UPI/NEFT
2026-03-01 12:35:00.884917,ACC_002695,35241.26,BEN_SG_001,UPI/NEFT
2026-03-09 22:14:36.884917,ACC_001495,17332.54,BEN_IN_004,UPI/NEFT
2026-03-09 21:42:36.884917,ACC_001495,18670.72,BEN_RO_003,UPI/NEFT
2026-03-09 21:58:36.884917,ACC_001495,22449.19,BEN_SG_001,UPI/NEFT
2026-03-09 20:50:36.884917,ACC_001495,41941.38,BEN_RO_003,UPI/NEFT
2026-03-09 21:05:36.884917,ACC_001495,45630.8,BEN_SG_001,UPI/NEFT
2026-03-09 05:40:54.884917,ACC_000391,32998.11,BEN_IN_004,UPI/NEFT
2026-03-09 05:52:54.884917,ACC_000391,11506.55,BEN_SG_001,UPI/NEFT
2026-03-04 04:48:00.884917,ACC_004514,15655.16,BEN_SG_001,UPI/NEFT
2026-03-04 05:26:00.884917,ACC_004514,45993.57,BEN_NG_002,UPI/NEFT
2026-03-04 03:50:00.884917,ACC_004514,28400.85,BEN_RO_003,UPI/NEFT
2026-03-01 13:23:48.884917,ACC_004474,30591.89,BEN_RO_003,UPI/NEFT
2026-03-01 14:07:48.884917,ACC_004474,14677.89,BEN_RO_003,UPI/NEFT
2026-03-06 01:20:00.884917,ACC_003561,13983.64,BEN_SG_001,UPI/NEFT
2026-03-06 01:46:00.884917,ACC_003561,27382.97,BEN_SG_001,UPI/NEFT
2026-03-06 01:00:00.884917,ACC_003561,38124.72,BEN_NG_002,UPI/NEFT
2026-03-06 01:11:00.884917,ACC_003561,25691.04,BEN_SG_001,UPI/NEFT
2026-03-02 08:49:24.884917,ACC_002278,16780.78,BEN_NG_002,UPI/NEFT
2026-03-04 15:27:24.884917,ACC_003099,28115.96,BEN_RO_003,UPI/NEFT
2026-03-01 13:42:36.884917,ACC_000200,40871.82,BEN_SG_001,UPI/NEFT
2026-03-01 14:07:36.884917,ACC_000200,43416.19,BEN_NG_002,UPI/NEFT
2026-03-01 13:28:36.884917,ACC_000200,24604.72,BEN_RO_003,UPI/NEFT
2026-03-01 13:07:36.884917,ACC_000200,19518.27,BEN_RO_003,UPI/NEFT
2026-03-01 12:53:18.884917,ACC_004875,42775.87,BEN_IN_004,UPI/NEFT
2026-03-01 12:49:18.884917,ACC_004875,44579.63,BEN_IN_004,UPI/NEFT
2026-03-01 13:07:18.884917,ACC_004875,19168.75,BEN_IN_004,UPI/NEFT
2026-03-01 12:56:18.884917,ACC_004875,17643.72,BEN_SG_001,UPI/NEFT
2026-03-03 08:03:48.884917,ACC_003104,45731.41,BEN_IN_004,UPI/NEFT
2026-03-03 07:10:48.884917,ACC_003104,30870.28,BEN_RO_003,UPI/NEFT
2026-03-03 08:27:48.884917,ACC_003104,46697.09,BEN_IN_004,UPI/NEFT
2026-03-05 08:35:06.884917,ACC_004598,27346.97,BEN_NG_002,UPI/NEFT
2026-03-05 08:09:06.884917,ACC_004598,17700.15,BEN_NG_002,UPI/NEFT
2026-03-05 07:50:06.884917,ACC_004598,36653.62,BEN_SG_001,UPI/NEFT
2026-03-05 08:17:06.884917,ACC_004598,20298.44,BEN_NG_002,UPI/NEFT
2026-03-05 08:26:06.884917,ACC_004598,16313.44,BEN_SG_001,UPI/NEFT
2026-03-01 13:56:24.884917,ACC_002454,28338.37,BEN_RO_003,UPI/NEFT
2026-03-01 12:33:24.884917,ACC_002454,12545.01,BEN_IN_004,UPI/NEFT
2026-03-01 14:24:24.884917,ACC_002454,28287.86,BEN_RO_003,UPI/NEFT
2026-03-01 12:34:24.884917,ACC_002454,35001.97,BEN_IN_004,UPI/NEFT
2026-03-01 13:05:24.884917,ACC_002454,17832.16,BEN_NG_002,UPI/NEFT
2026-03-03 11:07:42.884917,ACC_003645,19253.3,BEN_SG_001,UPI/NEFT
2026-03-03 10:35:42.884917,ACC_003645,40938.01,BEN_IN_004,UPI/NEFT
2026-03-03 13:31:54.884917,ACC_000804,29451.14,BEN_NG_002,UPI/NEFT
2026-03-08 08:29:12.884917,ACC_002731,42286.81,BEN_SG_001,UPI/NEFT
2026-03-03 05:44:42.884917,ACC_002773,20944.75,BEN_RO_003,UPI/NEFT
2026-03-03 06:28:42.884917,ACC_002773,32313.6,BEN_IN_004,UPI/NEFT
2026-03-03 07:00:42.884917,ACC_002773,41993.09,BEN_RO_003,UPI/NEFT
2026-03-03 07:02:42.884917,ACC_002773,28537.78,BEN_NG_002,UPI/NEFT
2026-03-09 12:23:00.884917,ACC_001570,32215.68,BEN_SG_001,UPI/NEFT
2026-03-09 11:55:00.884917,ACC_001570,27964.02,BEN_IN_004,UPI/NEFT
2026-03-03 13:27:42.884917,ACC_002690,26003.56,BEN_IN_004,UPI/NEFT
2026-03-03 13:56:42.884917,ACC_002690,16721.84,BEN_SG_001,UPI/NEFT
2026-03-03 13:47:42.884917,ACC_002690,28156.14,BEN_RO_003,UPI/NEFT
2026-03-03 14:02:42.884917,ACC_002690,36232.39,BEN_RO_003,UPI/NEFT
